step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_cars_present,system_accumulated_waiting_time (100),system_accumulated_mean_waiting_time (100),system_accumulated_waiting_time (delta),system_accumulated_mean_waiting_time (delta),agents_total_stopped,agents_total_accumulated_waiting_time (100),agents_total_accumulated_waiting_time (delta),agents_mean_speed,agents_mean_waiting_time (100),agents_mean_waiting_time (delta),agents_cars_present,Col8_1_stopped,Col8_1_accumulated_waiting_time,Col8_1_average_speed,Col8_2_stopped,Col8_2_accumulated_waiting_time,Col8_2_average_speed,Col8_3_stopped,Col8_3_accumulated_waiting_time,Col8_3_average_speed,Col8_4_stopped,Col8_4_accumulated_waiting_time,Col8_4_average_speed,Col8_5_stopped,Col8_5_accumulated_waiting_time,Col8_5_average_speed,Col8_6_stopped,Col8_6_accumulated_waiting_time,Col8_6_average_speed,Col8_7_stopped,Col8_7_accumulated_waiting_time,Col8_7_average_speed,Col8_8_stopped,Col8_8_accumulated_waiting_time,Col8_8_average_speed
8.0,1.0,1.0,0.1428571428571428,6.935427637650408,7,1.0,0.1428571428571428,1.0,0.1428571428571428,0.0,0.0,0.0,9.58373626219538,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.9747362870124042,0.0,0.0,0.5613217849164936,0.0,0.0,0.9730829268395702,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
16.0,0.0,0.0,0.0,9.954137195248157,14,1.0,0.0714285714285714,0.0,0.0,0.0,1.0,1.0,10.847680017514897,0.125,0.125,8.0,0.0,0.0,0.6780441472279208,0.0,0.0,0.8062056269030679,0.0,0.0,0.6975508425041043,0.0,1.0,0.960403044182212,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
24.0,0.0,0.0,0.0,9.837745267915336,20,1.0,0.05,0.0,0.0,0.0,0.0,0.0,10.260265218159292,0.0,0.0,12.0,0.0,0.0,0.5829723183660007,0.0,0.0,0.6805801720514635,0.0,0.0,0.7336603251845109,0.0,0.0,0.9532817613399316,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
32.0,1.0,2.0,0.08,9.258876083834226,25,3.0,0.12,2.0,0.08,1.0,2.0,2.0,8.878450013708838,0.125,0.125,16.0,0.0,0.0,0.6688090828813836,0.0,0.0,0.6139259829653365,1.0,2.0,0.6622751110189021,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9037559527243272,0.0,0.0,1.0
40.0,6.0,27.0,0.84375,7.342814725898892,32,28.0,0.875,25.0,0.78125,6.0,27.0,25.0,6.940687919587517,1.08,1.08,25.0,0.0,0.0,0.6984804152748503,1.0,0.0,0.6697281541366636,4.0,22.0,0.4890047281295466,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,8.245960664339666e-06,0.0,0.0,1.0
48.0,7.0,34.0,0.918918918918919,6.290645283589759,37,82.0,2.216216216216216,54.0,1.4594594594594594,7.0,57.0,30.0,5.336975934045021,2.111111111111111,2.111111111111111,27.0,2.0,12.0,0.3947895917025584,2.0,3.0,0.5296897894493415,2.0,29.0,0.4252451072084382,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,1.0
56.0,3.0,23.0,0.5476190476190477,7.403287499893989,42,114.0,2.7142857142857144,32.0,0.7619047619047619,2.0,41.0,0.0,6.557122913983794,1.5185185185185186,1.5185185185185186,27.0,0.0,5.0,0.6424221289229319,1.0,10.0,0.4739018322993572,0.0,5.0,0.5744411960510537,0.0,0.0,0.946421237543218,0.0,0.0,1.0,0.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,1.0
64.0,9.0,34.0,0.723404255319149,7.149842642179197,47,144.0,3.0638297872340425,30.0,0.6382978723404256,9.0,56.0,15.0,5.514344952706615,1.8064516129032255,1.8064516129032255,31.0,3.0,21.0,0.2942913434077827,3.0,21.0,0.5252448430351605,3.0,14.0,0.2672979246857475,0.0,0.0,0.8430779897782239,0.0,0.0,1.0,0.0,0.0,0.8464228430323587,0.0,0.0,1.0,0.0,0.0,1.0
72.0,14.0,68.0,1.3877551020408163,5.365346460514603,49,232.0,4.73469387755102,88.0,1.7959183673469388,14.0,120.0,64.0,3.597953284951046,3.75,3.75,32.0,3.0,38.0,0.5367827232396849,3.0,35.0,0.3476944075747658,2.0,23.0,0.2553633239776248,3.0,10.0,0.2270566078735927,0.0,0.0,1.0,3.0,14.0,0.004929964744599,0.0,0.0,1.0,0.0,0.0,1.0
80.0,20.0,203.0,4.06,5.085584747640152,50,355.0,7.1,123.0,2.46,20.0,255.0,135.0,3.700836235205584,6.7105263157894735,6.7105263157894735,38.0,4.0,71.0,0.3848817543784946,5.0,62.0,0.4478507789326341,3.0,35.0,0.2314680106473919,4.0,41.0,0.2168962521433143,0.0,0.0,1.0,4.0,46.0,0.1960692459307423,0.0,0.0,1.0,0.0,0.0,1.0
