step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_cars_present,system_accumulated_waiting_time (100),system_accumulated_mean_waiting_time (100),system_accumulated_waiting_time (delta),system_accumulated_mean_waiting_time (delta),agents_total_stopped,agents_total_accumulated_waiting_time (100),agents_total_accumulated_waiting_time (delta),agents_mean_speed,agents_mean_waiting_time (100),agents_mean_waiting_time (delta),agents_cars_present,Col8_1_stopped,Col8_1_accumulated_waiting_time,Col8_1_average_speed,Col8_2_stopped,Col8_2_accumulated_waiting_time,Col8_2_average_speed,Col8_3_stopped,Col8_3_accumulated_waiting_time,Col8_3_average_speed,Col8_4_stopped,Col8_4_accumulated_waiting_time,Col8_4_average_speed,Col8_5_stopped,Col8_5_accumulated_waiting_time,Col8_5_average_speed,Col8_6_stopped,Col8_6_accumulated_waiting_time,Col8_6_average_speed,Col8_7_stopped,Col8_7_accumulated_waiting_time,Col8_7_average_speed,Col8_8_stopped,Col8_8_accumulated_waiting_time,Col8_8_average_speed
8.0,1,1.0,0.1428571428571428,6.935427637650408,7,1.0,0.1428571428571428,1.0,0.1428571428571428,0,0.0,0.0,9.58373626219538,0.0,0.0,4,0,0.0,1.0,0,0.0,0.9747362870124042,0,0.0,0.5613217849164936,0,0.0,0.9730829268395702,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0
16.0,2,4.0,0.2857142857142857,7.461200469196081,14,5.0,0.3571428571428571,4.0,0.2857142857142857,2,5.0,5.0,7.562844736174219,0.5,0.5,10,0,0.0,1.0,1,1.0,0.4058697878285949,0,0.0,0.6975508425041043,1,4.0,0.333659754375158,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0
24.0,1,9.0,0.45,8.113985691460464,20,20.0,1.0,15.0,0.75,1,11.0,6.0,7.524135928527722,0.8461538461538461,0.8461538461538461,13,0,0.0,0.224224072790711,1,9.0,0.3522828982796708,0,0.0,0.7467422251582096,0,2.0,0.2997058516333872,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0
32.0,0,0.0,0.0,9.499020916113048,25,23.0,0.92,3.0,0.12,0,3.0,0.0,9.806403754981934,0.2,0.2,15,0,3.0,0.6376279443340322,0,0.0,0.6145858998597399,0,0.0,0.809179637605357,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9037559527243272,0,0.0,1.0
40.0,2,5.0,0.1470588235294117,9.093084476147157,34,28.0,0.8235294117647058,5.0,0.1470588235294117,2,8.0,5.0,8.66052089332333,0.3478260869565217,0.3478260869565217,23,0,3.0,0.7471284450081382,2,5.0,0.6592137843000689,0,0.0,0.6762361447984848,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0
48.0,8,38.0,1.027027027027027,6.763084785513933,37,58.0,1.5675675675675675,30.0,0.8108108108108109,8,41.0,33.0,5.556029235577254,1.5769230769230769,1.5769230769230769,26,0,0.0,0.6052180052715719,5,25.0,0.4554126239479182,3,16.0,0.4066288573070133,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0
56.0,13,85.0,2.073170731707317,5.528718530898026,41,131.0,3.1951219512195124,73.0,1.7804878048780488,12,102.0,61.0,4.569090723733667,3.5172413793103448,3.5172413793103448,29,1,6.0,0.3452673892493383,4,37.0,0.4164565762287973,7,59.0,0.280506960118836,0,0.0,0.946421237543218,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0
64.0,10,93.0,2.0217391304347827,6.249737196293791,46,220.0,4.782608695652174,89.0,1.934782608695652,10,141.0,39.0,4.82429411621163,4.862068965517241,4.862068965517241,29,1,14.0,0.4321536041051728,6,58.0,0.4181275483660542,3,69.0,0.2504951363476639,0,0.0,0.8851500093286201,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0
72.0,2,6.0,0.125,7.730485869294616,48,248.0,5.166666666666667,28.0,0.5833333333333334,1,58.0,0.0,6.337787327269439,2.4166666666666665,2.4166666666666665,24,0,6.0,0.7979401307366742,1,27.0,0.3072133680673591,0,22.0,0.4958158359025305,0,0.0,0.7306294637396282,0,0.0,1.0,0,3.0,0.803816659841606,0,0.0,1.0,0,0.0,1.0
80.0,6,39.0,0.7647058823529411,8.488859466746048,51,278.0,5.450980392156863,30.0,0.5882352941176471,6,79.0,21.0,6.92534211622506,2.821428571428572,2.821428571428572,28,1,15.0,0.7545861429477149,5,57.0,0.4429622928805415,0,4.0,0.5606039930181185,0,3.0,0.954613528726165,0,0.0,1.0,0,0.0,0.6284912533031847,0,0.0,1.0,0,0.0,1.0
