step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_cars_present,system_accumulated_waiting_time (100),system_accumulated_mean_waiting_time (100),system_accumulated_waiting_time (delta),system_accumulated_mean_waiting_time (delta),agents_total_stopped,agents_total_accumulated_waiting_time (100),agents_total_accumulated_waiting_time (delta),agents_mean_speed,agents_mean_waiting_time (100),agents_mean_waiting_time (delta),agents_cars_present,Col1_1_stopped,Col1_1_accumulated_waiting_time,Col1_1_average_speed
8.0,1,0.0,0.0,5.4636110218474645,2,0.0,0.0,0.0,0.0,0,0.0,0.0,10.927222043694927,0.0,0.0,1,0,0.0,0.6897058233002138
16.0,0,0.0,0.0,11.067197671817828,3,0.0,0.0,0.0,0.0,0,0.0,0.0,8.857113367598505,0.0,0.0,1,0,0.0,0.6838168337323859
24.0,2,2.0,0.2857142857142857,6.180512592821676,7,2.0,0.2857142857142857,2.0,0.2857142857142857,2,2.0,2.0,4.841001876454377,0.3333333333333333,0.3333333333333333,6,2,2.0,0.3214614656350202
32.0,0,0.0,0.0,10.291300520983484,7,5.0,0.7142857142857143,3.0,0.4285714285714285,0,0.0,0.0,11.900762624460205,0.0,0.0,5,0,0.0,0.7478804547006839
40.0,1,5.0,0.625,11.84240909235418,8,5.0,0.625,0.0,0.0,1,5.0,5.0,10.915387560469496,1.0,1.0,5,1,5.0,0.7479137138821135
48.0,1,13.0,1.3,9.41832241510907,10,13.0,1.3,8.0,0.8,1,13.0,8.0,7.941793534184938,1.625,1.625,8,1,13.0,0.5195411347294785
56.0,3,35.0,2.6923076923076925,8.808322775792435,13,35.0,2.6923076923076925,22.0,1.6923076923076923,3,35.0,22.0,5.551892501587607,3.888888888888889,3.888888888888889,9,3,35.0,0.3398864758445055
64.0,2,3.0,0.25,6.9123923380261045,12,51.0,4.25,16.0,1.3333333333333333,2,3.0,0.0,5.751260989893916,0.4285714285714285,0.4285714285714285,7,2,3.0,0.3401405991265444
72.0,4,24.0,2.1818181818181817,4.20825400854115,11,48.0,4.363636363636363,0.0,0.0,4,24.0,21.0,3.2628162557980707,2.4,2.4,10,4,24.0,0.169924950283603
80.0,0,0.0,0.0,7.271369325347914,15,44.0,2.933333333333333,0.0,0.0,0,6.0,0.0,6.916133805779155,0.5454545454545454,0.5454545454545454,11,0,6.0,0.4285258317640795
88.0,1,0.0,0.0,12.366349095595474,18,6.0,0.3333333333333333,0.0,0.0,1,0.0,0.0,10.548463860459034,0.0,0.0,11,1,0.0,0.6736544074485273
96.0,1,0.0,0.0,10.179682820214364,18,1.0,0.0555555555555555,0.0,0.0,1,0.0,0.0,8.96023857962198,0.0,0.0,14,1,0.0,0.6005546844415743
104.0,4,9.0,0.4736842105263157,8.189109601713692,19,10.0,0.5263157894736842,9.0,0.4736842105263157,4,9.0,9.0,8.189109601713692,0.4736842105263157,0.4736842105263157,19,4,9.0,0.5385450387822126
112.0,8,44.0,1.6923076923076923,6.352065549366994,26,48.0,1.8461538461538465,38.0,1.4615384615384617,8,44.0,35.0,5.83396097593976,2.095238095238096,2.095238095238096,21,8,44.0,0.3703950758514913
120.0,5,42.0,1.5555555555555556,6.7189573586215205,27,98.0,3.6296296296296298,50.0,1.851851851851852,5,55.0,11.0,5.282782013367116,2.619047619047619,2.619047619047619,21,5,55.0,0.3503864138953065
128.0,9,95.0,3.5185185185185186,8.24631321538422,27,109.0,4.037037037037037,11.0,0.4074074074074074,9,96.0,41.0,5.088340077690045,5.333333333333333,5.333333333333333,18,9,96.0,0.3337693337077405
136.0,4,21.0,0.875,6.765618954487581,24,143.0,5.958333333333333,34.0,1.4166666666666667,4,69.0,0.0,5.966658260367897,3.631578947368421,3.631578947368421,19,4,69.0,0.4053780497457785
144.0,5,16.0,0.6956521739130435,6.478506817184766,23,96.0,4.173913043478261,0.0,0.0,5,81.0,12.0,5.665939745887094,5.0625,5.0625,16,5,81.0,0.3967749489518209
152.0,6,22.0,0.8461538461538461,6.343987021506564,26,136.0,5.230769230769231,40.0,1.5384615384615383,6,75.0,0.0,5.224087249849616,3.75,3.75,20,6,75.0,0.3521496862223107
160.0,7,55.0,2.037037037037037,8.385232921811602,27,121.0,4.481481481481482,0.0,0.0,7,56.0,0.0,6.555679266497115,2.6666666666666665,2.6666666666666665,21,7,56.0,0.4219191206035838
168.0,3,4.0,0.1481481481481481,7.056031540225503,27,94.0,3.4814814814814814,0.0,0.0,3,21.0,0.0,6.774773372076962,1.05,1.05,20,3,21.0,0.4290848123593255
176.0,7,39.0,1.3928571428571428,8.93738017694462,28,67.0,2.392857142857143,0.0,0.0,5,28.0,7.0,7.934856322944741,1.5555555555555556,1.5555555555555556,18,5,28.0,0.5129915483988423
184.0,1,1.0,0.0416666666666666,7.961537998966228,24,72.0,3.0,5.0,0.2083333333333333,1,10.0,0.0,7.912146500807471,0.5263157894736842,0.5263157894736842,19,1,10.0,0.5183599785870934
192.0,6,18.0,0.6206896551724138,7.628556471871713,29,71.0,2.4482758620689653,0.0,0.0,6,27.0,17.0,6.886727346902017,1.2272727272727273,1.2272727272727273,22,6,27.0,0.4293973320378125
200.0,9,77.0,2.4838709677419355,8.504229327078876,31,111.0,3.5806451612903225,40.0,1.2903225806451613,9,86.0,59.0,6.751395045705156,3.739130434782609,3.739130434782609,23,9,86.0,0.4393944108149346
208.0,5,13.0,0.4482758620689655,6.971677389481081,29,160.0,5.517241379310345,49.0,1.6896551724137931,5,71.0,0.0,6.4945202785122005,2.958333333333333,2.958333333333333,24,5,71.0,0.4240844435463047
216.0,6,41.0,1.3666666666666667,9.04646749781281,30,111.0,3.7,0.0,0.0,6,48.0,0.0,7.564500836665861,2.1818181818181817,2.1818181818181817,22,6,48.0,0.5222249011166481
224.0,11,100.0,3.703703703703704,5.698742934832596,27,105.0,3.888888888888889,0.0,0.0,11,105.0,57.0,5.316455500399725,4.038461538461538,4.038461538461538,26,11,105.0,0.375290788276261
232.0,9,61.0,1.8484848484848484,5.980545438116642,33,186.0,5.636363636363637,81.0,2.4545454545454546,8,119.0,14.0,5.5389288072238605,4.407407407407407,4.407407407407407,27,8,119.0,0.3845569734149285
240.0,10,108.0,3.272727272727273,6.989966118212038,33,183.0,5.545454545454546,0.0,0.0,9,116.0,0.0,6.211834690959701,4.64,4.64,25,9,116.0,0.4228380240889557
248.0,7,88.0,2.838709677419355,6.16216024684097,31,218.0,7.032258064516129,35.0,1.1290322580645162,7,134.0,18.0,5.151298046448335,5.826086956521739,5.826086956521739,23,7,134.0,0.3760844476035681
256.0,3,12.0,0.4615384615384615,8.71784217125035,26,157.0,6.038461538461538,0.0,0.0,3,66.0,0.0,7.281049975135244,3.473684210526316,3.473684210526316,19,3,66.0,0.5154163991692952
264.0,1,17.0,0.7727272727272727,10.815413615342525,22,76.0,3.4545454545454546,0.0,0.0,1,20.0,0.0,9.64978635430543,1.5384615384615383,1.5384615384615383,13,1,20.0,0.6853502930631741
272.0,3,8.0,0.3333333333333333,8.247588934971917,24,35.0,1.4583333333333333,0.0,0.0,3,10.0,0.0,7.730153510213505,0.5882352941176471,0.5882352941176471,17,3,10.0,0.5297082932342163
280.0,3,1.0,0.0384615384615384,7.825793821458523,26,29.0,1.1153846153846154,0.0,0.0,3,5.0,0.0,7.13833075348952,0.2631578947368421,0.2631578947368421,19,3,5.0,0.5018510227365885
288.0,5,19.0,0.6551724137931034,9.162129707694698,29,27.0,0.9310344827586208,0.0,0.0,5,19.0,14.0,7.399228854578848,1.0,1.0,19,5,19.0,0.5167420649743142
296.0,3,6.0,0.1935483870967742,8.781080294546507,31,38.0,1.2258064516129032,11.0,0.3548387096774194,3,7.0,0.0,8.549845241358566,0.3181818181818182,0.3181818181818182,22,3,7.0,0.593082067217984
